"sActivityName" "iSubjectIndex" "tBodyAcc-mean()-X-AvgByActBySubject" "tBodyAcc-mean()-Y-AvgByActBySubject" "tBodyAcc-mean()-Z-AvgByActBySubject" "tBodyAcc-std()-X-AvgByActBySubject" "tBodyAcc-std()-Y-AvgByActBySubject" "tBodyAcc-std()-Z-AvgByActBySubject" "tGravityAcc-mean()-X-AvgByActBySubject" "tGravityAcc-mean()-Y-AvgByActBySubject" "tGravityAcc-mean()-Z-AvgByActBySubject" "tGravityAcc-std()-X-AvgByActBySubject" "tGravityAcc-std()-Y-AvgByActBySubject" "tGravityAcc-std()-Z-AvgByActBySubject" "tBodyAccJerk-mean()-X-AvgByActBySubject" "tBodyAccJerk-mean()-Y-AvgByActBySubject" "tBodyAccJerk-mean()-Z-AvgByActBySubject" "tBodyAccJerk-std()-X-AvgByActBySubject" "tBodyAccJerk-std()-Y-AvgByActBySubject" "tBodyAccJerk-std()-Z-AvgByActBySubject" "tBodyGyro-mean()-X-AvgByActBySubject" "tBodyGyro-mean()-Y-AvgByActBySubject" "tBodyGyro-mean()-Z-AvgByActBySubject" "tBodyGyro-std()-X-AvgByActBySubject" "tBodyGyro-std()-Y-AvgByActBySubject" "tBodyGyro-std()-Z-AvgByActBySubject" "tBodyGyroJerk-mean()-X-AvgByActBySubject" "tBodyGyroJerk-mean()-Y-AvgByActBySubject" "tBodyGyroJerk-mean()-Z-AvgByActBySubject" "tBodyGyroJerk-std()-X-AvgByActBySubject" "tBodyGyroJerk-std()-Y-AvgByActBySubject" "tBodyGyroJerk-std()-Z-AvgByActBySubject" "tBodyAccMag-mean()-AvgByActBySubject" "tBodyAccMag-std()-AvgByActBySubject" "tGravityAccMag-mean()-AvgByActBySubject" "tGravityAccMag-std()-AvgByActBySubject" "tBodyAccJerkMag-mean()-AvgByActBySubject" "tBodyAccJerkMag-std()-AvgByActBySubject" "tBodyGyroMag-mean()-AvgByActBySubject" "tBodyGyroMag-std()-AvgByActBySubject" "tBodyGyroJerkMag-mean()-AvgByActBySubject" "tBodyGyroJerkMag-std()-AvgByActBySubject" "fBodyAcc-mean()-X-AvgByActBySubject" "fBodyAcc-mean()-Y-AvgByActBySubject" "fBodyAcc-mean()-Z-AvgByActBySubject" "fBodyAcc-std()-X-AvgByActBySubject" "fBodyAcc-std()-Y-AvgByActBySubject" "fBodyAcc-std()-Z-AvgByActBySubject" "fBodyAccJerk-mean()-X-AvgByActBySubject" "fBodyAccJerk-mean()-Y-AvgByActBySubject" "fBodyAccJerk-mean()-Z-AvgByActBySubject" "fBodyAccJerk-std()-X-AvgByActBySubject" "fBodyAccJerk-std()-Y-AvgByActBySubject" "fBodyAccJerk-std()-Z-AvgByActBySubject" "fBodyGyro-mean()-X-AvgByActBySubject" "fBodyGyro-mean()-Y-AvgByActBySubject" "fBodyGyro-mean()-Z-AvgByActBySubject" "fBodyGyro-std()-X-AvgByActBySubject" "fBodyGyro-std()-Y-AvgByActBySubject" "fBodyGyro-std()-Z-AvgByActBySubject" "fBodyAccMag-mean()-AvgByActBySubject" "fBodyAccMag-std()-AvgByActBySubject" "fBodyBodyAccJerkMag-mean()-AvgByActBySubject" "fBodyBodyAccJerkMag-std()-AvgByActBySubject" "fBodyBodyGyroMag-mean()-AvgByActBySubject" "fBodyBodyGyroMag-std()-AvgByActBySubject" "fBodyBodyGyroJerkMag-mean()-AvgByActBySubject" "fBodyBodyGyroJerkMag-std()-AvgByActBySubject"
"WALKING_UPSTAIRS" 15 2.70187595833333 4769.375 4684.54166666667 4183.14583333333 6593.79166666667 5968.85416666667 3394.27083333333 3661.33333333333 4028.04166666667 3649.70833333333 2778.45833333333 3063.10416666667 -7.05826183541667 5306.6875 4204.83333333333 3623.875 3779.5625 2011.95833333333 3552.125 3418.89583333333 3874.625 3742.52083333333 3427.625 3645.375 2.75820927083333 2630.5 3400.0625 2786.16666666667 3965.77083333333 2705.3125 3384.25 3796.5625 3539.02083333333 3969.29166666667 4608.375 4449.6875 -0.0370464665958333 1.17624606041667 4197.625 3246.04166666667 3578.95833333333 3729.89583333333 3501.0625 3083.16666666667 2306.54166666667 0.748954848541667 3401.70833333333 2972.91666666667 3000.0625 2118.64583333333 1756.35416666667 1739.91666666667 3072.9375 3564.0625 3603.20833333333 3264.16666666667 2167.5625 1546.25 2560.29166666667 2591 2682.83333333333 2473.14583333333 -9.70756865625 2402.85416666667 2789.58333333333 0.62016009125
"LAYING" 16 2.74227162571429 2939.05714285714 3146.1 3363.1 2919.24285714286 3802.67142857143 3745.61428571429 3929.82857142857 3684.04285714286 3833.92857142857 3190.68571428571 3667.25714285714 -4.26787115714286 3106.12857142857 3912.61428571429 3138.24285714286 4500.38571428571 4796.17142857143 3412.47142857143 3457.48571428571 3776.01428571429 3969.52857142857 3854.25714285714 3491.24285714286 1.46671262 3955.75714285714 2776.52857142857 4902.41428571429 2247.67142857143 4386.17142857143 3817.9 3727.57142857143 4142.15714285714 3236.84285714286 3623.95714285714 3801.74285714286 0.0863763114828571 -0.231124567142857 3314.15714285714 3571.14285714286 4094.74285714286 3729.25714285714 3213.81428571429 3595.47142857143 5042.38571428571 0.988212425428571 2905.07142857143 3602.7 3445.1 5574.72857142857 5725.24285714286 5351.74285714286 3079.42857142857 3445.04285714286 3604.74285714286 4813.71428571429 5612.04285714286 5665.67142857143 2838.81428571429 3067.78571428571 4997.6 5163.28571428571 -9.99655226571429 5825.55714285714 4748.3 0.996045635142857
"SITTING" 16 2.80768574492754 2729.71014492754 2443.79710144928 4493 4179.73913043478 3875.97101449275 3747.63768115942 3646.76811594203 3428.89855072464 3354.55072463768 4262.59420289855 2438.05797101449 -4.83368743333333 3433.82608695652 3835.8115942029 3759.23188405797 4051.33333333333 5098.39130434783 3640.10144927536 3745.26086956522 4125.6231884058 3383.52173913043 3579.71014492754 3692.78260869565 0.60766287826087 4480.82608695652 3052.97101449275 5144.57971014493 2661.47826086957 4710.28985507246 4068.49275362319 3554.69565217391 4586.60869565217 3923.49275362319 2924.28985507246 3930.82608695652 0.158703416867536 -2.3869338942029 3668.46376811594 3761.04347826087 3533.10144927536 3569.46376811594 3632.02898550725 3396.86956521739 5891.21739130435 0.988261252608696 2692.44927536232 4711.28985507246 5132.95652173913 5591.39130434783 5771.95652173913 5692.85507246377 3493.60869565217 3663.20289855072 3657.49275362319 5046.52173913043 5723.42028985507 5836.15942028986 3249.08695652174 3351.89855072464 5521.14492753623 5564.33333333333 -9.92427820144928 5845.15942028986 5347.88405797101 0.986077072463768
"STANDING" 16 2.83497402948718 2747.32051282051 3092.15384615385 4434.62820512821 3870.21794871795 3725.34615384615 3971.38461538462 3777.38461538462 3366.30769230769 3666.46153846154 3744.07692307692 4250.19230769231 -5.30354206282051 3871.42307692308 3135.53846153846 5222.19230769231 3327.96153846154 4866.91025641026 3207.96153846154 3548.12820512821 3716.78205128205 3755.10256410256 3154.28205128205 3703.61538461538 0.381638902564103 4790.83333333333 3169.4358974359 4563.30769230769 2366.5641025641 4265.16666666667 3738.76923076923 3519.51282051282 3847.84615384615 3952.37179487179 3060.66666666667 3808.64102564103 0.147289219279487 -1.90119458205128 3680.33333333333 3650.35897435897 3961.41025641026 3360.17948717949 3802.07692307692 3923.07692307692 5601.17948717949 0.990809427435897 3111.71794871795 4060.07692307692 4423.70512820513 5483.58974358974 5718.60256410256 5621.42307692308 3047.96153846154 3184.24358974359 3344.76923076923 4808.14102564103 5555.32051282051 5779.21794871795 2732.83333333333 2586 5521.78205128205 5600.62820512821 -9.99813919615385 5667.41025641026 5044.4358974359 0.995151746410256
"WALKING" 16 2.76023564509804 3975.52941176471 4734.98039215686 3103.58823529412 995.56862745098 444.313725490196 3304.35294117647 3841.35294117647 3270.11764705882 3344.50980392157 2629 5036.66666666667 -5.18192500588235 4233.60784313726 2365.19607843137 4756.90196078431 2864.96078431373 1942.35294117647 3373.19607843137 3730.23529411765 4101.50980392157 3702.94117647059 3608.25490196078 3437.01960784314 2.67705768431373 3539.41176470588 4081.72549019608 4375.23529411765 5290.70588235294 1783.09803921569 3835.21568627451 3937.05882352941 1816.76470588235 3899.82352941176 4559.01960784314 2578.88235294118 -0.0369763632254902 -1.64458878627451 3675.07843137255 3563.37254901961 3521.05882352941 3591.05882352941 3704.45098039216 3757.19607843137 2531.92156862745 0.722808438431373 2791.05882352941 3131.13725490196 3169.72549019608 1743.98039215686 1678.64705882353 1737.76470588235 2688.21568627451 3520.21568627451 3647.94117647059 2642.94117647059 1768.45098039216 1784.98039215686 2506.8431372549 3313.13725490196 2104.52941176471 2248.56862745098 -9.69186989215686 1815.98039215686 2557.86274509804 0.855861799019608
"WALKING_DOWNSTAIRS" 16 3.1235517 4162.91489361702 4486.02127659574 5532.6170212766 2917.02127659574 3871.29787234043 4029.31914893617 3358.02127659574 3359.93617021277 3359.06382978723 3068.46808510638 4053.82978723404 -5.3105931893617 4170.95744680851 2988.57446808511 4010.78723404255 3494.72340425532 2918.95744680851 3240.55319148936 3967.21276595745 3630.17021276596 3473.70212765957 3644.91489361702 4018.51063829787 1.8861231106383 4634.40425531915 4768.36170212766 2731.29787234043 4329.48936170213 2525.93617021277 3470.06382978723 3849.55319148936 6261.27659574468 4318 4399.21276595745 5405.14893617021 -0.19836163706383 2.06008955106383 3731.53191489362 3151.44680851064 3686.78723404255 3471.36170212766 3779 4107.12765957447 2106.8085106383 0.595822214468085 3188.40425531915 3500.65957446808 3325.89361702128 2208.06382978723 1855.87234042553 1655.21276595745 3429.40425531915 3085.14893617021 3415.42553191489 3124.34042553192 2127 1606.46808510638 2417.17021276596 2998.57446808511 1545.21276595745 1028.12765957447 -9.56553757446808 2394.87234042553 2222.12765957447 0.36195060787234
"WALKING_UPSTAIRS" 16 2.99819398039216 4811.43137254902 4847.8431372549 2793.21568627451 616.254901960784 2128.27450980392 3241.92156862745 4585.11764705882 3852.88235294118 3875.21568627451 3685.86274509804 3784.54901960784 -7.42055077254902 5834.98039215686 2788.94117647059 4637 2842.27450980392 2145.92156862745 3591.94117647059 3936.78431372549 3720.17647058824 4489.33333333333 3945.45098039216 3322.86274509804 2.55077931568627 3238.41176470588 3407.94117647059 3985.17647058824 4875.6862745098 1849.86274509804 3778.09803921569 3028.96078431373 2186.76470588235 3425.33333333333 4199.76470588235 2203.88235294118 -0.10281659712902 1.5396546745098 4139.54901960784 4030.1568627451 3917.94117647059 3652.88235294118 3847.74509803922 3133.33333333333 2344.3137254902 0.797293228431373 2977.13725490196 3003.01960784314 3364.13725490196 2339.49019607843 1282.62745098039 2078.11764705882 3249 3173.70588235294 4045.82352941176 3159.80392156863 1917.88235294118 1713.62745098039 2847.33333333333 3227.82352941176 2665.01960784314 2867.21568627451 -9.75735495686274 1825.05882352941 3168.50980392157 0.771863074705882
"LAYING" 17 2.76571222676056 3828.59154929577 4461.45070422535 4369.19718309859 3431.28169014085 3425.01408450704 3717.80281690141 3773.08450704225 4144.23943661972 3679.53521126761 4858.29577464789 2557.80281690141 -4.3334215943662 2893.53521126761 4740.25352112676 3719.52112676056 2773.43661971831 4536.05633802817 3686.66197183099 3713.28169014085 3532.91549295775 3230.39436619718 3642.97183098592 3242.64788732394 0.112488269014084 5345.57746478873 2381.01408450704 4604.64788732394 2027.22535211268 4788.88732394366 3677.42253521127 3766.3661971831 3869.32394366197 3659.70422535211 3612.18309859155 3807.80281690141 0.126013254784507 -3.26830150985916 3401.46478873239 3640.45070422535 3554.54929577465 3433.2676056338 3622.91549295775 3936.97183098592 5327.80281690141 0.982038121126761 2891.14084507042 3767.07042253521 3895.7323943662 5229.71830985915 5417.25352112676 4962.14084507042 3479.97183098592 3276.94366197183 3454.22535211268 4660.43661971831 5462.18309859155 5748.54929577465 2901.29577464789 2902.85915492958 5085.11267605634 5423.28169014085 -9.99210243802817 5867.88732394366 4612.08450704225 0.99356487915493
"SITTING" 17 2.773570196875 2840.171875 3199.15625 4670.125 4126.28125 4101.15625 3979.75 3966.71875 3736.125 3436.671875 3520.46875 2730.25 -4.34408291875 3161.859375 4206.890625 4891.21875 5612.671875 4931.59375 3559.078125 3769.078125 3917.859375 4052.671875 3646.953125 3212.875 -0.522276553125 4898.796875 3103.578125 5022.40625 2050.203125 4462.25 4122.84375 3678.140625 4410.59375 3844.515625 3394.265625 4294.515625 0.0999799999578125 -1.6242605125 3749.25 3775.4375 3620.8125 3910.734375 3829.5 4234.796875 6600.515625 0.994446755625 2977 3901.125 4981.4375 5863 5943.734375 5569.765625 2933.265625 3065.078125 3396.453125 5399.515625 6072.015625 6049.609375 3168.140625 2543.40625 6006.34375 6085.53125 -9.99406770625 5830.203125 5495.734375 0.99640086609375
"STANDING" 17 2.77942503333333 2946.82051282051 3153.37179487179 4387.92307692308 3855.69230769231 4099.53846153846 3204.11538461538 3752.33333333333 3570.74358974359 4445.61538461538 3474.98717948718 4570.79487179487 -4.57691277051282 2798.80769230769 5470.4358974359 5566.80769230769 4706.02564102564 4915.98717948718 3582.0641025641 3605.52564102564 3771.52564102564 3840.60256410256 3532.94871794872 3436.15384615385 -0.122265717948718 4697.73076923077 3704.84615384615 5007.02564102564 2151.55128205128 4434.5641025641 3743.89743589744 3828.92307692308 4167.47435897436 3510.30769230769 3359.83333333333 4205.70512820513 0.189306477883333 -2.74073382435897 3781.14102564103 3807.89743589744 3868.4358974359 3515.26923076923 4112.55128205128 3824.11538461538 6135.39743589744 0.992372117307692 2712.23076923077 3764.23076923077 3995.55128205128 6006.47435897436 5941.94871794872 5503.70512820513 3230.91025641026 3458.39743589744 3822.20512820513 5256.78205128205 5834.5 5651.94871794872 2849.74358974359 3125.74358974359 5918.16666666667 5870.89743589744 -9.9987239025641 5778.70512820513 5687.37179487179 0.997297046666667
"WALKING" 17 2.72341855245902 3236.2131147541 4518.22950819672 2486.93442622951 2890.67213114754 6366.93442622951 3623.50819672131 3811.77049180328 3227.49180327869 3506.62295081967 5224.62295081967 3112.88524590164 -4.86837981311475 3482.5737704918 2998.7868852459 4276.68852459016 3201.32786885246 2915.90163934426 3686.75409836066 3782.40983606557 3348.6393442623 2991.96721311475 3354.03278688525 3315.24590163934 3.43918133278689 2093.95081967213 3431.24590163934 3669.65573770492 5311.04918032787 2080.16393442623 3813.19672131148 3674.4262295082 1683.50819672131 3581.55737704918 4487.55737704918 2687.18032786885 -0.019864180782623 -0.853471570491803 3587.11475409836 4360.37704918033 3382.40983606557 3664.52459016393 3488.91803278689 3638.60655737705 2524.7868852459 0.53970849147541 3366.18032786885 3023.27868852459 2782.96721311475 1929.01639344262 1791.85245901639 1689.22950819672 3350.27868852459 3229.81967213115 3378.62295081967 2964.04918032787 1803.16393442623 1956.32786885246 2517.24590163934 2677.34426229508 1300.91803278689 2018.59016393443 -9.71553123770492 2130.70491803279 2629.09836065574 0.849315197868852
"WALKING_DOWNSTAIRS" 17 2.9391828326087 3887.84782608696 4603.82608695652 5901.10869565217 4485.04347826087 3970.4347826087 3654.80434782609 3064.86956521739 3457.5 3895.15217391304 4290.41304347826 4287.76086956522 -6.18312700434783 4818.84782608696 3975.54347826087 3387.63043478261 3300.65217391304 2515.84782608696 3252.71739130435 3252.9347826087 3149.19565217391 3365.5 3624.26086956522 4296.47826086957 3.23613177826087 2494.32608695652 3356.32608695652 3265.5652173913 4898.63043478261 2015.39130434783 3383.21739130435 3372.10869565217 4363.19565217391 3509.08695652174 3624.78260869565 5483.17391304348 0.00829848686956522 -0.338691341304348 3727.52173913043 3665.89130434783 3240.26086956522 3139.63043478261 3979.39130434783 3441.95652173913 2333.80434782609 0.592319490869565 2928.19565217391 3017.73913043478 3530.97826086957 1991.80434782609 1606.80434782609 1727.76086956522 3192.08695652174 3215.17391304348 3103.78260869565 2741.91304347826 1991.0652173913 1631.5652173913 2649.17391304348 2986.5652173913 1457.08695652174 1957.76086956522 -9.71926666956522 2560.32608695652 2668.5 0.392683086086957
"WALKING_UPSTAIRS" 17 2.62084868333333 5310.16666666667 4549.625 3522.04166666667 5656.64583333333 4447.8125 4205.16666666667 3883.5625 3985.35416666667 4081.83333333333 3725.4375 3353.9375 -7.4988899125 5876.35416666667 3719.64583333333 4446.875 3564.9375 2136.25 3959.35416666667 3653.6875 4058.6875 3485.14583333333 3594.875 3653.16666666667 3.32611934791667 2809.47916666667 3629.27083333333 3979.5 4567.3125 1827.45833333333 3842.5 3902.39583333333 2824.85416666667 4269.66666666667 4721.6875 3708.39583333333 -0.20342764855 2.86200803958333 3879.85416666667 2577.375 3634.5 2926.125 3686.20833333333 3781.52083333333 2387.97916666667 0.68231162875 2472.5 2976.91666666667 3461.5625 1756.75 1914.83333333333 1881.29166666667 2776.64583333333 3333.625 3535.375 3256.70833333333 1798.625 1431.75 2755.95833333333 3066.1875 2000.3125 2255.29166666667 -9.50604681875 982.8125 2260.0625 0.588198566458333
"LAYING" 18 2.74691576923077 8193.61538461538 7953.87692307692 8699.06153846154 9365.78461538461 9433.46153846154 8832.26153846154 8711.38461538462 8898.46153846154 8640.73846153846 8043.13846153846 8996.18461538461 -2.69418741230769 8107.16923076923 8962.04615384615 8610.16923076923 8576.81538461539 9397.50769230769 8693.12307692308 9024.67692307692 9070.24615384615 8916.44615384615 8860.8 8961.30769230769 1.12151274 9301.76923076923 8874.81538461539 9399.30769230769 8431.90769230769 9394.63076923077 8691.04615384615 8888.53846153846 9296.63076923077 8743.92307692308 8352.24615384615 8962.18461538461 0.281791848501538 -3.74750211846154 8748.09230769231 9001.89230769231 8973.26153846154 8914.16923076923 8885.15384615385 8868.53846153846 9716.8 0.992153054 3779.03076923077 7714.27692307692 9241.41538461538 9278.18461538461 9728.43076923077 9512.13846153846 5389.66153846154 4844.72307692308 6257.21538461538 8918.61538461538 9537.83076923077 9303.06153846154 3202.43076923077 3677.72307692308 8132.78461538462 8065.35384615385 -9.99544137538462 9322.35384615385 9682.35384615385 0.999667416461538
"SITTING" 18 2.7727001877193 8136.8947368421 8195.61403508772 9116 9229.24561403509 9263 8894.47368421053 8710.75438596491 8646.14035087719 8569.26315789474 9160.75438596491 8433.87719298246 -4.0972288 8461.22807017544 8483.54385964912 8800.0701754386 8916.21052631579 9468.36842105263 8750.57894736842 8635.35087719298 8830.08771929825 8918.68421052631 8880.49122807018 8604.70175438597 -0.64130679122807 9663.84210526316 8747.26315789474 9490.8947368421 8248.08771929825 9126.75438596491 8807.43859649123 8884.49122807018 9447.85964912281 8558.78947368421 8290.17543859649 9078.71929824561 0.204382306857895 -2.21174778596491 8828.87719298246 8933.85964912281 8994.61403508772 8940.54385964912 8748.64912280702 8962.40350877193 9952.21052631579 0.994868913508772 4571.77192982456 7674 9248.75438596491 9309.17543859649 9419.31578947369 9477.01754385965 4867.9298245614 4652.01754385965 5949 8872.77192982456 9397.68421052631 9364.43859649123 3354 3473.33333333333 7907.36842105263 8307.63157894737 -9.99539534736842 9172.75438596491 9731.15789473684 0.999134725964912
"STANDING" 18 2.78458805890411 8510.49315068493 8581.01369863014 9122.16438356164 8778.80821917808 9016.7397260274 8856.20547945206 8768.72602739726 8735.17808219178 9002.24657534247 8456.01369863014 8833.42465753425 -5.17054479589041 8770.27397260274 9271.34246575343 9328.27397260274 9205.84931506849 9277.45205479452 8810.53424657534 8776.95890410959 8914.42465753425 9025.16438356164 8730.98630136986 8929.31506849315 1.0488907739726 9279.95890410959 8707.56164383562 9015.78082191781 8691.16438356164 9312.75342465753 8856.23287671233 8755.52054794521 8937.41095890411 8579.86301369863 8692.6301369863 9039.91780821918 0.139184327665753 -1.44731163150685 8885.6301369863 8580.20547945206 8673.76712328767 8881.27397260274 8948.17808219178 8553.64383561644 9465.8904109589 0.988519665753425 4535.39726027397 7737.52054794521 8296.52054794521 9118.57534246575 9301.93150684931 8966.94520547945 6067.35616438356 5352.24657534247 6665.02739726027 8781.46575342466 9299.60273972603 9251.52054794521 4405.01369863014 5911.15068493151 7919.12328767123 8007.76712328767 -9.99780394657534 9076.35616438356 9282.7397260274 0.998974017945205
"WALKING" 18 2.73887758571429 9290.17857142857 9265.08928571429 8596.73214285714 7747.16071428571 7980.33928571429 8695.46428571429 8798.46428571429 8895.125 8780.01785714286 9049.35714285714 8607.32142857143 -4.62181393392857 8619.58928571429 8305.73214285714 8980.16071428571 8537.41071428571 8181.14285714286 8752.48214285714 8929.64285714286 8867.78571428571 8761.375 8825.19642857143 8690.96428571429 2.56524490714286 8517 8947.96428571429 8650.67857142857 8955.66071428571 8206.21428571429 9036.91071428571 8837.57142857143 8479.80357142857 8633.44642857143 9190.01785714286 8546.39285714286 -0.0357950343660714 -0.0565665214285714 8942.78571428571 8850.44642857143 8811.67857142857 8693.875 8658.05357142857 8769.60714285714 7992 0.726591779107143 6909.96428571429 8100.98214285714 8473.42857142857 7975.44642857143 8003.23214285714 8015.10714285714 7615.125 7572.01785714286 7942.21428571429 8502.71428571429 8191.03571428571 7904.51785714286 6381.41071428571 7165.85714285714 7652.98214285714 7706.48214285714 -9.786312875 8257.08928571429 8329.78571428571 0.84917037375
"WALKING_DOWNSTAIRS" 18 2.88439468909091 9235.18181818182 9082.54545454545 8446.61818181818 7792.29090909091 7948.4 8669.01818181818 8789.54545454545 8715.29090909091 8904.25454545455 8589.36363636364 8618.6 -5.25129642 8935.89090909091 9033.32727272727 8884.83636363636 9181.69090909091 8351.94545454545 8832.92727272727 8701 8773.27272727273 8649.98181818182 8636.29090909091 8837.4 3.20636821636364 8472.61818181818 8877.2 8868.07272727273 9152.47272727273 8361.94545454545 8836.61818181818 8854.81818181818 7948.98181818182 8711.30909090909 9118.36363636364 8411.18181818182 -0.0628484427818182 0.621798876363636 8946.14545454545 8975.09090909091 8801.92727272727 8741.90909090909 8815.56363636364 8548.54545454545 8439.25454545455 0.744159518909091 6727.18181818182 8174.65454545455 8350.61818181818 8073.21818181818 7949.4 7986.05454545455 7417.61818181818 7575.76363636364 8136.12727272727 8309.30909090909 8165.72727272727 7971.89090909091 6361.76363636364 7147.58181818182 7733.54545454545 7893.41818181818 -9.77358167090909 8221.18181818182 8520.65454545454 0.694765356545455
"WALKING_UPSTAIRS" 18 2.65401201896552 9270.22413793103 9163.51724137931 8743.06896551724 7786.75862068965 7936.48275862069 8794.43103448276 8978.87931034483 8622.06896551724 8766.06896551724 8109.25862068965 8859.65517241379 -7.80318998448276 9780.79310344828 8824.56896551724 8849.37931034483 8731.44827586207 8299.43103448276 8899.29310344828 8806.27586206897 8837.8275862069 8894.74137931034 8806.36206896552 8936.41379310345 3.59922513965517 8351.86206896552 8903.93103448276 8502.94827586207 8877.41379310345 8379.12068965517 8723.93103448276 8842.22413793103 8783.25862068966 8557.15517241379 9147.93103448276 8593.5 -0.0311904808275862 1.89593129827586 8949.51724137931 8909.24137931034 8858.63793103448 8695.86206896552 8762.6724137931 8667.29310344828 8600.25862068966 0.835525127931035 6687.34482758621 8287.36206896552 8427.24137931034 7937.15517241379 7881.84482758621 8037.20689655172 7499.70689655172 7701.63793103448 8129.05172413793 8557.55172413793 8051.55172413793 8027.41379310345 6437.3275862069 7346.93103448276 7957.94827586207 8060.87931034483 -9.69623646551724 8058.34482758621 8409.5 0.797129967931035
"LAYING" 19 2.72653733493976 2597.33734939759 2112.02409638554 2629.33734939759 3870.20481927711 4558.10843373494 3539.3734939759 3765.1686746988 3357.24096385542 3619.68674698795 4398.36144578313 4228.38554216867 -3.02147261445783 2226.69879518072 4436.75903614458 4263.92771084337 3279.5421686747 4857.33734939759 3568.66265060241 3923.97590361446 3234.4578313253 3771.72289156626 3423.61445783133 3198.89156626506 0.937551385542169 4231.63855421687 3174.87951807229 4317.49397590361 2779.56626506024 5173.87951807229 3798.87951807229 3892.60240963855 3662.84337349398 3554.19277108434 3228.51807228916 4121.97590361446 0.135639078322892 -1.92350861686747 3705.18072289157 3752.67469879518 3787.24096385542 4114.38554216867 3635.44578313253 3689.24096385542 4280.10843373494 0.980245510843374 3038.97590361446 4286.98795180723 4496.5421686747 4613.57831325301 5018.09638554217 5438.77108433735 2975.5421686747 2826.59036144578 3206.33734939759 3431.69879518072 4731.8313253012 5083.38554216867 3032.10843373494 3123 4501.49397590361 4733.12048192771 -9.99068039518072 5156.65060240964 4552.28915662651 0.998053882289157
"SITTING" 19 2.73830316164384 2919.24657534247 3004.98630136986 3219.39726027397 3384.54794520548 3427.84931506849 3236.06849315068 3916.87671232877 3650.35616438356 3171.27397260274 2575.15068493151 4273.57534246575 -5.63413598630137 3848.38356164384 2265.67123287671 2950.69863013699 4734.53424657534 4891.76712328767 3723.52054794521 3758.20547945205 3883.35616438356 3825.72602739726 3701.50684931507 3738.71232876712 1.76342902054795 3784.75342465753 3881.13698630137 4138.1095890411 3578.15068493151 4728.8904109589 3746.09589041096 3967.05479452055 4014.7397260274 3873.94520547945 3021.57534246575 3734.2602739726 0.100948308055479 -0.742870083561644 3914.86301369863 3688.08219178082 3721 3477.12328767123 3555.69863013699 4178.27397260274 4894.47945205479 0.985831284657534 2808.58904109589 4498.39726027397 3720.79452054795 5084.93150684932 5305.32876712329 5371.78082191781 2985.34246575342 3393.05479452055 3429 4158 5026.57534246575 5472.49315068493 2943.05479452055 3409.27397260274 4934.68493150685 5012.46575342466 -9.99488747808219 4806.19178082192 4269.7397260274 0.995911938082192
"STANDING" 19 2.7817226 3449.68493150685 4206.71232876712 4689.7397260274 3165.43835616438 3436.71232876712 3974.31506849315 4074.15068493151 3066.30136986301 4459.38356164384 5136.13698630137 2470.97260273973 -5.79619000136986 3913.21917808219 3672.43835616438 3368.67123287671 4509.2602739726 4910.65753424658 3445.05479452055 3579.01369863014 3083.97260273973 3730.20547945205 3454.02739726027 3594.08219178082 0.395252694520548 5232.94520547945 3614.31506849315 4169 3399.76712328767 4646.02739726027 3632.97260273973 3242.64383561644 3433.45205479452 3389.31506849315 3648.45205479452 3678.7397260274 0.0974972426821918 -0.558835378082192 3602.78082191781 3316.6301369863 3460.31506849315 3809.17808219178 3357.75342465753 3758.15068493151 4711.64383561644 0.983069427945205 3130.47945205479 3792.87671232877 3472.09589041096 4815.1095890411 5062.08219178082 5160.87671232877 3232.31506849315 2524.17808219178 3103.39726027397 3666.78082191781 4799.31506849315 5115.12328767123 3005.23287671233 3200.84931506849 5415.21917808219 5321.21917808219 -9.99361754246575 4928.76712328767 4167.16438356164 0.99831247260274
"WALKING" 19 2.73931172307692 4679.80769230769 4825.19230769231 3303.67307692308 6460.73076923077 3227.92307692308 3882.88461538462 3481.53846153846 3895.67307692308 3510.05769230769 5033.92307692308 4016.34615384615 -2.06963566730769 3047.38461538462 3855.17307692308 3940.57692307692 3608.23076923077 2082.28846153846 3851.07692307692 3671.46153846154 3615.69230769231 3568.92307692308 3598.92307692308 3899.13461538462 3.24359585 3142.38461538462 3721.65384615385 2166.59615384615 4175.36538461538 1840.92307692308 3237.36538461538 4213.36538461538 4490.61538461538 3400.32692307692 4283.11538461538 5211.78846153846 0.00588670596923077 -1.74034299423077 3315.96153846154 3800.07692307692 3549.32692307692 3547.01923076923 3640.51923076923 3687.59615384615 2094.76923076923 0.296116939988462 2877.28846153846 3013.78846153846 3062.78846153846 1920.59615384615 1709.01923076923 1319.03846153846 2903.86538461538 3118.82692307692 3118.78846153846 3207.61538461538 2295.11538461538 1973.82692307692 2540.92307692308 2749.55769230769 565.423076923077 752.673076923077 -8.83724555576923 647.596153846154 2188.30769230769 0.582517600769231
